date,spy,score,gauge_pct,regime,model_prob,fwd_ret_3m,fwd_ret_6m,fwd_dd_3m,fwd_dd_6m,trap_10pct_3m,trap_10pct_6m
2020-10-02,308.6686096191406,5.0,50.0,Bull Trap Risk,40.0,0.10940018209585833,0.2256979196007931,-0.07346136988559315,-0.07346136988559315,False,False
2020-10-09,320.69775390625,7.0,70.0,Early Bull Market,65.0,0.09645144787747673,0.19930154509286857,-0.07346136988559315,-0.07346136988559315,False,False
2020-10-16,321.1045227050781,6.5,65.0,Early Bull Market,65.0,0.09494644197707403,0.1957807642744651,-0.059748413626253605,-0.059748413626253605,False,False
2020-10-23,319.70831298828125,6.5,65.0,Early Bull Market,65.0,0.11465681933204408,0.21659194811249338,-0.05564220697539046,-0.05564220697539046,False,False
2020-10-30,301.9190368652344,4.5,45.0,Bull Trap Risk,40.0,0.17344414387013907,0.2824119152358222,-0.03725367073126318,-0.0405968404181124,False,False
2020-11-06,323.7581787109375,6.0,60.0,Early Bull Market,65.0,0.11924101896255479,0.19184934019599376,-0.03725367073126318,-0.0405968404181124,False,False
2020-11-13,331.0993957519531,6.0,60.0,Early Bull Market,65.0,0.1004264265565169,0.15903641331623275,-0.03725367073126318,-0.0405968404181124,False,False
2020-11-20,328.5382995605469,7.0,70.0,Early Bull Market,65.0,0.10725227701008677,0.18593590680934535,-0.03725367073126318,-0.0405968404181124,False,False
2020-11-27,336.24951171875,7.0,70.0,Early Bull Market,65.0,0.0674172171486076,0.1627001774514658,-0.03725367073126318,-0.0405968404181124,False,False
2020-12-04,341.96356201171875,7.0,70.0,Early Bull Market,65.0,0.051291861058473165,0.15038246526559984,-0.0405968404181124,-0.0405968404181124,False,False
2020-12-11,338.68121337890625,6.5,65.0,Early Bull Market,65.0,0.08544251501139044,0.1675826052230034,-0.0405968404181124,-0.0405968404181124,False,False
2020-12-18,342.7989501953125,7.0,70.0,Early Bull Market,65.0,0.05849680347865838,0.1535962066925931,-0.0405968404181124,-0.0405968404181124,False,False
2020-12-25,342.6319274902344,7.0,70.0,Early Bull Market,65.0,0.07608750157984567,0.16605181466030805,-0.0405968404181124,-0.0405968404181124,False,False
2021-01-01,347.1632385253906,6.5,65.0,Early Bull Market,65.0,0.09043249094902395,0.16765805089643893,-0.0405968404181124,-0.0405968404181124,False,False
2021-01-08,354.0158386230469,7.0,70.0,Early Bull Market,65.0,0.0832193501063887,0.15392688056807735,-0.0405968404181124,-0.0405968404181124,False,False
2021-01-15,348.8532409667969,6.5,65.0,Early Bull Market,65.0,0.10878284851935782,0.13855910255621828,-0.0405968404181124,-0.0405968404181124,False,False
2021-01-22,355.5201110839844,7.0,70.0,Early Bull Market,65.0,0.09199984239914505,0.15656323008960848,-0.0405968404181124,-0.0405968404181124,False,False
2021-01-29,343.6255187988281,4.5,45.0,Bull Trap Risk,40.0,0.13131761759252125,0.1927081904038226,-0.0405968404181124,-0.0405968404181124,False,False
2021-02-05,360.00494384765625,6.0,60.0,Early Bull Market,65.0,0.09231771210824236,0.14877521925307224,-0.0405968404181124,-0.0405968404181124,False,False
2021-02-12,364.5826416015625,7.0,70.0,Early Bull Market,65.0,0.06444680196379826,0.1431442169030901,-0.0405968404181124,-0.0405968404181124,False,False
2021-02-19,362.1590576171875,6.0,60.0,Early Bull Market,65.0,0.06822595807546628,0.1351548988525375,-0.03958580070389761,-0.03958580070389761,False,False
2021-02-26,353.1800842285156,4.5,45.0,Bull Trap Risk,40.0,0.10596115702015174,0.18095075565939878,-0.03958580070389761,-0.03958580070389761,False,False
2021-03-05,356.21649169921875,5.0,50.0,Bull Trap Risk,40.0,0.10519021543110463,0.18906717685719832,-0.03958580070389761,-0.03958580070389761,False,False
2021-03-12,365.90118408203125,5.5,55.0,Bull Trap Risk,40.0,0.08029174676914219,0.13779880482241236,-0.03958580070389761,-0.03958580070389761,False,False
2021-03-19,362.8329772949219,5.0,50.0,Bull Trap Risk,40.0,0.06880323006101863,0.1406561742728405,-0.03958580070389761,-0.03958580070389761,False,False
2021-03-26,368.8882141113281,6.5,65.0,Early Bull Market,65.0,0.08087714408554336,0.1283121916449319,-0.03958580070389761,-0.04009535290062116,False,False
2021-04-02,373.2015075683594,6.0,60.0,Early Bull Market,65.0,0.07795140872153206,0.07816401692786545,-0.03958580070389761,-0.05003455123276679,False,False
2021-04-09,383.3371276855469,7.0,70.0,Early Bull Market,65.0,0.061860057696758286,0.07294212786032794,-0.03958580070389761,-0.05114151638807729,False,False
2021-04-16,388.71240234375,7.0,70.0,Early Bull Market,65.0,0.037125761384177336,0.06736773992159106,-0.03958580070389761,-0.05114151638807729,False,False
2021-04-23,388.2279052734375,6.0,60.0,Early Bull Market,65.0,0.059123989934482424,0.09548367592001283,-0.03958580070389761,-0.05114151638807729,False,False
2021-04-30,388.7496032714844,6.5,65.0,Early Bull Market,65.0,0.05426466613499947,0.10542175650017227,-0.03958580070389761,-0.05114151638807729,False,False
2021-05-07,393.2397766113281,7.0,70.0,Early Bull Market,65.0,0.05168597608461667,0.11328132366461663,-0.03958580070389761,-0.05114151638807729,False,False
2021-05-14,388.0788269042969,6.5,65.0,Early Bull Market,65.0,0.07393268953798615,0.12050005319832002,-0.02770655288214119,-0.05114151638807729,False,False
2021-05-21,386.5510559082031,4.5,45.0,Bull Trap Risk,40.0,0.07198741878679238,0.13938541057695075,-0.02770655288214119,-0.05114151638807729,False,False
2021-05-28,391.3021545410156,5.5,55.0,Bull Trap Risk,40.0,0.07542854032178115,0.09976830009290927,-0.02770655288214119,-0.05114151638807729,False,False
2021-06-04,393.6869812011719,5.5,55.0,Bull Trap Risk,40.0,0.07589368803213259,0.08936698155513012,-0.02770655288214119,-0.05114151638807729,False,False
2021-06-11,395.280029296875,6.0,60.0,Early Bull Market,65.0,0.05323289585915836,0.1062066918787179,-0.02770655288214119,-0.05114151638807729,False,False
2021-06-18,387.79705810546875,5.0,50.0,Bull Trap Risk,40.0,0.06722747666819817,0.12779399675809255,-0.02770655288214119,-0.05114151638807729,False,False
2021-06-25,398.72283935546875,7.0,70.0,Early Bull Market,65.0,0.04388569766596384,0.11053718423157433,-0.04009535290062116,-0.05114151638807729,False,False
2021-07-02,405.3679504394531,7.0,70.0,Early Bull Market,65.0,0.004406502489592512,0.1024523874213974,-0.05003455123276679,-0.05114151638807729,False,False
2021-07-09,407.0503845214844,6.0,60.0,Early Bull Market,65.0,0.01043646955476163,0.08166872553601023,-0.05114151638807729,-0.05114151638807729,False,False
2021-07-16,403.1436462402344,5.0,50.0,Bull Trap Risk,40.0,0.02915941312368142,0.08419214500056049,-0.05114151638807729,-0.05114151638807729,False,False
2021-07-23,411.1814880371094,5.5,55.0,Bull Trap Risk,40.0,0.034329961676894616,0.002242979694728753,-0.05114151638807729,-0.08316755802859876,False,False
2021-07-30,409.844970703125,5.5,55.0,Bull Trap Risk,40.0,0.04852395419142508,0.014625534259631534,-0.05114151638807729,-0.09727660934665838,False,False
