Date,Platinum_Equity,Benchmark_Equity
2023-11-30,50431.267011207856,42551.12461197427
2023-12-01,50689.60953482052,42802.85123008649
2023-12-04,49979.6372986743,42578.15838388293
2023-12-05,50025.76197537345,42569.76808519889
2023-12-06,49570.80528474046,42398.22164514582
2023-12-07,50288.354986477425,42721.73814263315
2023-12-08,50489.30279882857,42905.409461878866
2023-12-11,50884.78447879097,43072.28841202912
2023-12-12,51331.82571945648,43269.00280520246
2023-12-13,52124.09732948461,43865.69695100471
2023-12-14,52241.45044022875,44006.47798157236
2023-12-15,52416.68140370845,43934.01711373707
2023-12-18,52851.395190836985,44181.14981524256
2023-12-19,53180.3335144668,44449.80712024685
2023-12-20,52243.12203676059,43833.86031432849
2023-12-21,52997.254182242345,44249.48763556598
2023-12-22,53094.75195373374,44338.417149994006
2023-12-26,53510.23591968204,44525.63470211039
2023-12-27,53620.1873863206,44606.135659740416
2023-12-28,53587.149881958845,44622.98394454088
2023-12-29,53319.31705270354,44493.80689422969
2024-01-02,52242.795414628774,44244.80837393582
2024-01-03,51601.924385323946,43883.469316403854
2024-01-04,51389.831024725005,43742.120299990536
2024-01-05,51554.14287190198,43802.02956351596
2024-01-08,52666.418676917725,44427.343721490186
2024-01-09,52778.68143650419,44359.94469642465
2024-01-10,53093.467576811476,44610.81492137059
2024-01-11,53228.11403624821,44591.16202252387
2024-01-12,53301.092797970836,44622.04809221485
2024-01-16,53431.94861460927,44458.23273411302
2024-01-17,53009.25986890615,44211.10591847122
2024-01-18,54064.838058942274,44604.263955088354
2024-01-19,55479.1353507602,45160.31326920865
2024-01-22,55570.26618889852,45255.793749918914
2024-01-23,55885.72532375439,45387.778357208204
2024-01-24,56338.95282325333,45437.402073942765
2024-01-25,56519.46844172238,45684.528889584566
2024-01-26,55984.242945082915,45626.491330711215
2024-01-29,56681.99336426649,45987.818616515804
2024-01-30,56237.14210151912,45952.25328519465
2024-01-31,55051.57762419551,45202.43545267572
2024-02-01,55988.152300496375,45794.05009811718
2024-02-02,57143.39031224795,46276.143535026014
2024-02-05,57265.21995347105,46107.64008649848
2024-02-06,57006.491253993845,46241.50228430353
2024-02-07,57765.73729791433,46627.18233110792
2024-02-08,57994.62305167486,46647.77696814436
2024-02-09,58751.42642699708,46917.37601133836
2024-02-12,58528.46641041884,46896.781374301914
2024-02-13,57446.70710546934,46250.863750495715
2024-02-14,58297.13944349026,46671.182105090746
2024-02-15,58414.719516614896,46993.1977073382
2024-02-16,57880.20757433984,46759.175767192726
