Date,SPY,QQQ,GMOM,RLY,DBMF,SGOV
2024-03-28,509.330322265625,438.7044982910156,27.506996154785156,25.96767807006836,25.499521255493164,91.32412719726562
2024-04-01,508.44427490234375,439.6333923339844,27.56842803955078,25.97696876525879,25.757360458374023,91.35142517089844
2024-04-02,505.2114562988281,435.8392333984375,27.304744720458984,26.144201278686523,25.668453216552734,91.36963653564453
2024-04-03,505.7664794921875,436.8173828125,27.558975219726562,26.30214500427246,25.686233520507812,91.37875366210938
2024-04-04,499.5930480957031,430.1381530761719,27.369958877563477,26.264982223510742,25.383935928344727,91.42430877685547
2024-04-05,504.81219482421875,435.2068176269531,27.472972869873047,26.385759353637695,25.748470306396484,91.43341827392578
2024-04-08,505.0946350097656,435.3353271484375,27.8236026763916,26.422924041748047,25.890729904174805,91.45161437988281
2024-04-09,505.6788635253906,436.9458312988281,27.64403533935547,26.506542205810547,25.739582061767578,91.46076965332031
2024-04-10,500.6154479980469,433.1319885253906,27.256546020507812,26.311431884765625,26.228586196899414,91.47895812988281
2024-04-11,504.3935546875,440.0483093261719,27.17621421813965,26.33930778503418,26.388629913330078,91.515380859375
2024-04-12,497.43133544921875,433.03314208984375,26.76982307434082,26.014131546020508,26.024093627929688,91.52449798583984
2024-04-15,491.1994323730469,425.9092712402344,26.51937484741211,25.92122459411621,26.353059768676758,91.54271697998047
2024-04-16,490.30364990234375,425.94879150390625,26.6318416595459,25.707534790039062,26.290822982788086,91.54271697998047
2024-04-17,487.4018859863281,420.7516784667969,26.59119987487793,25.726118087768555,25.890729904174805,91.57005310058594
2024-04-18,486.39892578125,418.3506774902344,26.52031707763672,25.735410690307617,25.979637145996094,91.59737396240234
2024-04-19,482.15350341796875,409.6953430175781,26.41541290283203,25.9490966796875,26.01520347595215,91.62467956542969
2024-04-22,486.5937194824219,413.8155212402344,26.72540283203125,25.9490966796875,25.988529205322266,91.6338119506836
2024-04-23,492.3679504394531,419.9908752441406,26.879451751708984,26.042003631591797,26.193021774291992,91.6429214477539
2024-04-24,492.13421630859375,421.4137268066406,26.956003189086914,26.014131546020508,26.21080780029297,91.65203094482422
2024-04-25,490.2646484375,419.3782958984375,26.85960578918457,26.209238052368164,26.21969985961914,91.69755554199219
2024-04-26,494.90936279296875,425.8500061035156,26.978687286376953,26.209238052368164,26.859848022460938,91.71577453613281
2024-04-29,496.6621398925781,427.5791015625,27.023107528686523,26.348600387573242,26.486427307128906,91.71577453613281
2024-04-30,488.7943420410156,419.5165710449219,26.792503356933594,25.911928176879883,26.610902786254883,91.72488403320312
2024-05-01,487.20721435546875,416.4832763671875,26.5222110748291,25.763280868530273,26.361949920654297,91.75965118408203
2024-05-02,491.76422119140625,421.79901123046875,26.68193244934082,26.014131546020508,25.84627342224121,91.79624938964844
2024-05-03,497.8598327636719,430.2765197753906,27.111948013305664,26.172073364257812,25.766252517700195,91.81455993652344
2024-05-06,503.0010986328125,434.989501953125,27.24993133544922,26.311431884765625,25.92629051208496,91.82367706298828
